sampleid	Candida_glabrata	Candida_tropicalis	Debaryomyces_hansenii	Schizophyllum_commune	Saccharomyces_cerevisiae	Fusarium_oxysporum	Pyrenophora_tritici-repentis	Malassezia_globosa	Candida_albicans	Torulaspora_delbrueckii	Stereum_hirsutum	Coniosporium_apollinis	Trichosporon_asahii	Agaricus_bisporus	Candida_orthopsilosis	Malassezia_sympodialis	Cyphellophora_europaea	Wallemia_ichthyophaga	Pseudozyma_hubeiensis	Bipolaris_zeicola	Aureobasidium_namibiae	Aureobasidium_pullulans	Penicillium_expansum	Rhodotorula_graminis	Pneumocystis_jirovecii	Alternaria_alternata	Wickerhamomyces_anomalus	Hyphopichia_burtonii	Cyberlindnera_jadinii	Tilletiopsis_washingtonensis	Malassezia_restricta	Byssochlamys_spectabilis	Sporisorium_graminicola	Ramularia_collo-cygni
13722.58cfa82fe4b0c9d6adf6b8cc	0	0	0	0	0	0	0	9608	0	0	0	0	10191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	23526
13722.58cfa82fe4b0c9d6adf6b900	0	0	0	0	0	0	0	5847	0	0	0	1	10031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	25629
13722.58cfa82fe4b0c9d6adf6b93e	0	1	0	0	0	0	0	9436	0	0	0	0	479	0	0	0	0	0	0	0	1	128	0	0	0	0	0	0	1	1	8	0	0	1038
13722.58cfa82fe4b0c9d6adf6b95c	0	0	0	0	0	0	0	15372	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	886
13722.58cfa82fe4b0c9d6adf6b95e	0	0	0	0	0	1	0	10844	0	0	0	0	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4256
13722.58cfa82fe4b0c9d6adf6b965	0	0	0	0	0	0	0	6135	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	934
13722.58cfa82fe4b0c9d6adf6b97e	0	0	0	0	0	0	0	7432	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	4184
13722.58cfa82fe4b0c9d6adf6b982	0	0	0	0	0	0	0	10438	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1440
13722.58cfa82fe4b0c9d6adf6ba21	0	0	0	0	0	0	0	6905	0	0	0	0	6956	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	14803
13722.58cfa830e4b0c9d6adf6ba6c	0	0	0	0	0	0	0	19477	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	16
13722.58cfa830e4b0c9d6adf6bb80	0	0	0	0	0	0	0	6932	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	695
13722.58cfa830e4b0c9d6adf6bbe4	0	0	0	0	2	1	0	13270	1	0	0	1	39201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	1	83931
13722.58cfa830e4b0c9d6adf6c060	0	0	0	0	0	0	0	5647	0	0	2	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	85
13722.58cfa831e4b0c9d6adf6c51f	0	0	0	0	0	0	0	10939	0	0	0	1	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	710
13722.58cfa831e4b0c9d6adf6c52c	0	0	0	0	0	0	0	10364	0	0	0	0	654	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1435
13722.58cfa832e4b0c9d6adf6cef6	0	0	0	0	0	1	0	13181	0	0	0	0	2712	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	7765
13722.58cfa82fe4b0c9d6adf6b657	0	0	0	0	0	0	0	5274	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
13722.58cfa82fe4b0c9d6adf6b664	0	0	0	0	0	0	0	5348	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724
13722.58cfa82ee4b0c9d6adf6ae58	0	0	0	0	12	0	0	5443	0	0	0	0	38271	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	83274
13722.58cfa82fe4b0c9d6adf6b730	0	0	0	0	0	0	0	7927	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	54	0	0	909
13722.58cfa82fe4b0c9d6adf6b70e	0	1	0	0	0	0	0	8129	0	0	1	0	4233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	11920
13722.58cfa82fe4b0c9d6adf6b7e4	0	0	0	0	0	0	0	9208	0	0	0	0	2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	8567
13722.58cfa82fe4b0c9d6adf6b806	1	0	0	0	0	0	0	14236	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
13722.58cfa82ee4b0c9d6adf6aeda	0	0	0	0	7	0	0	4970	1	0	0	0	20506	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	26	0	0	56345
13722.58cfa82fe4b0c9d6adf6b6b7	0	0	0	0	0	0	0	5810	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	9
13722.58cfa82fe4b0c9d6adf6b852	0	0	0	0	2	0	0	11770	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
13722.58cfa82fe4b0c9d6adf6b850	0	0	0	0	0	2	0	14674	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	1643
13722.58cfa82fe4b0c9d6adf6b808	0	0	0	0	0	0	0	15132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
13722.58cfa82fe4b0c9d6adf6b85e	0	0	0	0	0	0	0	14562	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	192
13722.58cfa82fe4b0c9d6adf6b86e	0	0	0	0	0	0	1	16317	0	0	0	0	1996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	5047
13722.58cfa82fe4b0c9d6adf6b866	0	0	0	0	2	1	0	12722	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	59
13722.58cfa82fe4b0c9d6adf6b874	0	0	0	0	0	0	0	20923	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
13722.58cfa82fe4b0c9d6adf6b938	0	0	0	0	0	0	0	4918	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	46
13722.58cfa82fe4b0c9d6adf6b953	0	0	0	0	0	0	0	7977	0	0	0	1	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3528
13722.58cfa82fe4b0c9d6adf6b8c4	0	0	0	0	0	0	0	13219	0	0	0	0	7602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	22583
13722.58cfa82fe4b0c9d6adf6b994	0	0	0	0	0	0	0	11985	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	163
13722.58cfa82fe4b0c9d6adf6b9d4	0	0	0	0	0	2	0	21360	0	0	0	0	293	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	39	1	2	670
13722.58cfa82fe4b0c9d6adf6ba02	0	0	2	0	0	2	0	18320	0	0	0	0	43	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	0	101
13722.58cfa82fe4b0c9d6adf6ba44	0	0	0	0	0	1	0	11367	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	99
13722.58cfa830e4b0c9d6adf6babe	0	0	0	0	0	1	0	15085	0	0	1	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	105
13722.58cfa830e4b0c9d6adf6baaa	0	0	0	0	4	0	0	1971	0	0	1	0	1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	4728
13722.58cfa82ee4b0c9d6adf6af63	0	0	0	0	9	0	0	10517	0	0	0	0	392849	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	27	1	0	864537
13722.58cfa830e4b0c9d6adf6bb83	0	0	0	0	2	2	0	20106	0	0	0	1	272	0	0	0	0	0	0	0	0	70	0	0	0	4	0	0	0	0	44	0	0	625
13722.58cfa830e4b0c9d6adf6bbb8	0	0	0	0	0	0	0	19221	0	0	0	1	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	168
13722.58cfa830e4b0c9d6adf6bc71	0	0	0	0	0	0	0	18255	0	0	0	0	122	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278
13722.58cfa830e4b0c9d6adf6bc0f	0	1	0	0	0	1	0	10747	1	0	8	0	33	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	27	0	1	77
13722.58cfa830e4b0c9d6adf6bbc2	0	0	0	0	0	1	0	19016	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	57
13722.58cfa830e4b0c9d6adf6bc80	0	0	0	0	9	0	0	10156	0	0	0	0	10440	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	32	0	0	31169
13722.58cfa830e4b0c9d6adf6bc92	0	0	0	0	0	1	0	10896	0	0	0	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	64
13722.58cfa830e4b0c9d6adf6bd3c	0	0	0	0	0	0	0	7855	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	41
13722.58cfa830e4b0c9d6adf6bd7c	0	0	0	0	0	0	0	10028	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	88
13722.58cfa830e4b0c9d6adf6bcd2	0	0	0	0	0	1	0	12049	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	735
13722.58cfa830e4b0c9d6adf6bd72	0	0	0	0	1	2	0	19131	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	27	1	3	7
13722.58cfa830e4b0c9d6adf6bd9e	0	0	0	0	0	0	0	19016	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
13722.58cfa830e4b0c9d6adf6bda0	0	0	0	0	3	0	0	13450	0	0	4	0	82	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	249
13722.58cfa830e4b0c9d6adf6be10	0	0	0	0	0	0	0	6603	0	0	0	0	318	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565
13722.58cfa830e4b0c9d6adf6be3a	1	0	0	0	0	1	0	8833	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	64
13722.58cfa830e4b0c9d6adf6be3c	0	0	0	0	0	0	0	16716	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	288
13722.58cfa830e4b0c9d6adf6bdf4	0	0	0	0	0	2	0	8944	1	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	332
13722.58cfa830e4b0c9d6adf6bdc0	0	0	0	0	0	0	0	18283	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	85
13722.58cfa830e4b0c9d6adf6be60	0	0	0	0	4	0	0	14608	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
13722.58cfa830e4b0c9d6adf6be3e	0	0	0	0	2	0	0	8469	0	0	0	0	215	13	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	94	1	0	477
13722.58cfa830e4b0c9d6adf6bbc4	0	2	4	0	0	0	0	10568	1	0	0	1	53756	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	35	0	0	116457
13722.58cfa830e4b0c9d6adf6be8d	0	0	0	0	0	1	0	15348	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
13722.58cfa830e4b0c9d6adf6bee6	0	0	0	0	3	0	0	17617	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8
13722.58cfa830e4b0c9d6adf6bec0	0	0	0	0	0	0	0	8038	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
13722.58cfa830e4b0c9d6adf6be98	0	0	0	0	0	0	0	12956	1	0	0	1	100	0	1	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	226
13722.58cfa830e4b0c9d6adf6bf2e	0	0	0	0	0	0	0	10792	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	37
13722.58cfa830e4b0c9d6adf6bf0e	0	0	0	0	0	0	0	10643	1	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	122
13722.58cfa830e4b0c9d6adf6bf83	0	0	0	0	0	0	0	9422	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14
13722.58cfa830e4b0c9d6adf6bf30	0	0	0	0	3	0	0	13229	0	0	1	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	680
13722.58cfa830e4b0c9d6adf6be96	0	0	0	0	0	0	0	11104	0	0	0	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1908
13722.58cfa830e4b0c9d6adf6bfa4	0	0	0	0	0	0	0	13273	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7
13722.58cfa830e4b0c9d6adf6bfa9	0	0	0	0	0	0	0	3959	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
13722.58cfa830e4b0c9d6adf6bf74	0	1	0	0	0	0	0	7567	2	0	0	0	239	11	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	719
13722.58cfa82fe4b0c9d6adf6b700	0	0	0	0	0	0	0	9030	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	29
13722.58cfa830e4b0c9d6adf6bfb4	0	0	0	0	5	0	0	5137	0	0	0	0	323	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	719
13722.58cfa830e4b0c9d6adf6bfc0	0	0	0	0	0	1	0	10491	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	17
13722.58cfa830e4b0c9d6adf6bff6	0	0	0	0	0	0	0	11086	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	0	1	34
13722.58cfa830e4b0c9d6adf6bffc	0	0	0	0	0	0	0	14814	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	74
13722.58cfa830e4b0c9d6adf6c022	0	0	0	0	0	0	0	15493	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663
13722.58cfa830e4b0c9d6adf6c073	0	0	0	0	0	0	0	17436	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	778
13722.58cfa830e4b0c9d6adf6c1c6	0	0	0	0	2	0	0	16704	0	0	2	0	82	10	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	251
13722.58cfa830e4b0c9d6adf6c12f	0	0	0	1	0	0	0	16239	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	30
13722.58cfa830e4b0c9d6adf6bff8	0	0	0	0	0	0	0	11700	1	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	42
13722.58cfa830e4b0c9d6adf6c164	0	7	2	0	2	0	0	14710	3341	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6	0	0	9
13722.58cfa82fe4b0c9d6adf6b9f6	0	0	0	0	0	0	0	16541	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6451
13722.58cfa830e4b0c9d6adf6c1cc	0	0	0	0	4	0	0	16069	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	81
13722.58cfa830e4b0c9d6adf6c21a	0	0	0	0	0	0	0	11641	5	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	22
13722.58cfa831e4b0c9d6adf6c360	0	0	0	0	0	0	0	3881	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
13722.58cfa831e4b0c9d6adf6c36c	0	0	0	0	0	0	0	13189	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	52
13722.58cfa831e4b0c9d6adf6c346	0	0	0	0	0	0	0	16623	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	86
13722.58cfa830e4b0c9d6adf6c038	0	0	0	0	0	0	0	10079	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	115
13722.58cfa830e4b0c9d6adf6c2ca	0	0	0	0	0	0	0	10417	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	53
13722.58cfa830e4b0c9d6adf6c03c	0	0	0	0	0	0	0	9261	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197
13722.58cfa831e4b0c9d6adf6c36d	0	0	0	0	0	0	0	11844	2	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	93
13722.58cfa831e4b0c9d6adf6c394	0	0	0	0	0	0	0	17330	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	2654
13722.58cfa831e4b0c9d6adf6c560	0	0	0	0	0	0	0	8215	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
13722.58cfa831e4b0c9d6adf6c4b4	0	0	0	0	0	0	0	13742	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	75
13722.58cfa831e4b0c9d6adf6c4e9	0	0	0	0	0	0	0	10701	2	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	525
13722.58cfa831e4b0c9d6adf6c5e4	0	0	0	0	0	0	0	9134	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
13722.58cfa831e4b0c9d6adf6c624	0	0	0	0	2	0	0	8822	219	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	47
13722.58cfa831e4b0c9d6adf6c604	0	0	0	0	0	0	0	22502	0	0	0	0	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	69
13722.58cfa831e4b0c9d6adf6c68a	0	0	0	0	0	0	0	6146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
13722.58cfa831e4b0c9d6adf6c678	0	0	0	0	0	0	0	18545	1	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	56
13722.58cfa831e4b0c9d6adf6c662	0	0	0	0	0	0	0	10125	0	0	0	0	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	7635
13722.58cfa831e4b0c9d6adf6c6da	0	0	0	0	0	0	0	10362	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13722.58cfa831e4b0c9d6adf6c6d4	0	0	0	0	0	1	0	13347	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	22
13722.58cfa831e4b0c9d6adf6c75b	0	0	0	0	2	0	0	13662	1	0	1	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1393
13722.58cfa831e4b0c9d6adf6c794	0	0	0	0	0	0	0	11695	0	0	2	0	22	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	81
13722.58cfa831e4b0c9d6adf6c7ac	0	0	0	0	0	0	0	11031	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	46
13722.58cfa831e4b0c9d6adf6c804	0	0	0	0	0	0	0	12166	0	0	0	0	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	773
13722.58cfa831e4b0c9d6adf6c820	0	0	0	0	0	0	0	13645	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	416
13722.58cfa831e4b0c9d6adf6c876	0	0	0	0	0	0	0	9947	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
13722.58cfa831e4b0c9d6adf6c7bc	0	0	0	0	0	0	0	8758	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	89
13722.58cfa831e4b0c9d6adf6c866	0	0	0	1	0	0	0	9133	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15
13722.58cfa831e4b0c9d6adf6c8cc	14	0	0	0	4	0	0	6426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6c896	0	0	0	0	0	0	0	13814	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	27
13722.58cfa831e4b0c9d6adf6c8da	0	0	0	0	0	0	0	17969	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	68
13722.58cfa831e4b0c9d6adf6c982	0	0	0	0	14	0	0	11454	0	0	0	0	19	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	50
13722.58cfa831e4b0c9d6adf6c949	0	0	0	0	0	0	0	13948	1	0	0	0	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	2145
13722.58cfa831e4b0c9d6adf6c993	0	0	0	0	0	0	0	13309	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107
13722.58cfa831e4b0c9d6adf6c9b0	0	0	0	0	0	1	0	11619	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	13	1	0	29
13722.58cfa831e4b0c9d6adf6c730	0	0	0	0	0	1	1	18443	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	372
13722.58cfa831e4b0c9d6adf6c9e7	0	0	0	0	0	1	0	15548	1	0	0	0	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3188
13722.58cfa831e4b0c9d6adf6ca25	0	0	0	0	0	0	0	19515	0	0	1	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446
13722.58cfa831e4b0c9d6adf6ca9e	0	0	0	0	0	1	0	9054	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	43
13722.58cfa831e4b0c9d6adf6caa8	0	0	0	0	0	0	0	18497	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17
13722.58cfa831e4b0c9d6adf6ca5e	0	0	0	0	2	0	0	15544	0	0	0	0	2992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7658
13722.58cfa831e4b0c9d6adf6cadc	0	0	0	0	0	0	0	10394	0	0	0	1	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792
13722.58cfa831e4b0c9d6adf6ca60	0	0	0	0	0	0	0	10778	0	0	2	0	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	79
13722.58cfa831e4b0c9d6adf6cb42	0	0	0	0	2	0	0	19259	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221
13722.58cfa831e4b0c9d6adf6cb48	0	0	0	0	0	0	0	10950	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	360
13722.58cfa831e4b0c9d6adf6cb5e	0	0	0	0	0	0	0	5781	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6cb78	0	1	0	0	0	0	0	11839	0	0	1	0	3	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
13722.58cfa831e4b0c9d6adf6cb52	0	0	0	0	0	0	0	15119	0	0	0	1	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	450
13722.58cfa831e4b0c9d6adf6cb86	0	0	0	0	0	0	0	11151	2	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
13722.58cfa831e4b0c9d6adf6cae6	0	0	0	0	0	0	0	18964	0	0	1	0	21	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	72
13722.58cfa831e4b0c9d6adf6cb6e	0	0	0	0	0	0	0	12164	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	615
13722.58cfa831e4b0c9d6adf6cb58	0	0	0	0	0	0	0	10999	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	770
13722.58cfa831e4b0c9d6adf6cb62	0	0	0	0	0	0	0	19319	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758
13722.58cfa831e4b0c9d6adf6cc48	0	0	0	0	0	0	0	2942	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cc18	0	0	0	0	0	0	0	5144	0	0	1	0	1	2	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	2	0	3
13722.58cfa831e4b0c9d6adf6cb9c	0	0	0	0	0	0	0	17403	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	113
13722.58cfa831e4b0c9d6adf6cc4a	0	0	0	0	4	0	0	15472	1	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	954
13722.58cfa831e4b0c9d6adf6cc4e	0	0	0	0	0	0	0	12591	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
